,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
392,PG10354,Die Laune des Verliebten: Ein Schäferspiel in Versen und einem Akt,"Goethe, Johann Wolfgang von",1749.0,1832.0,['de'],21,"'Pastoral poetry', 'German poetry -- 18th century'",Text,'German poetry -- 18th century'
398,PG1035,The Man Against the Sky: A Book of Poems,"Robinson, Edwin Arlington",1869.0,1935.0,['en'],94,'American poetry',Text,'American poetry'
406,PG10367,Poems,"Carr, John, Sir",1772.0,1832.0,['en'],23,'Poetry',Text,'Poetry'
415,PG10375,England's Antiphon,"MacDonald, George",1824.0,1905.0,['en'],24,"'English literature -- History and criticism', 'Religious poetry, English -- History and criticism'",Text,'Religious poetry
454,PG1040,The Three Taverns: A Book of Poems,"Robinson, Edwin Arlington",1869.0,1935.0,['en'],37,"'Lyric poetry', 'American poetry'",Text,'Lyric poetry'
454,PG1040,The Three Taverns: A Book of Poems,"Robinson, Edwin Arlington",1869.0,1935.0,['en'],37,"'Lyric poetry', 'American poetry'",Text,'American poetry'
465,PG1041,Shakespeare's Sonnets,"Shakespeare, William",1564.0,1616.0,['en'],1740,"'English poetry', 'Sonnets, English'",Text,'English poetry'
476,PG1042,"A Reading of Life, with Other Poems","Meredith, George",1828.0,1909.0,['en'],27,'English poetry',Text,'English poetry'
490,PG10442,La Comédie de la mort,"Gautier, Théophile",1811.0,1872.0,['fr'],26,"'Death in literature', 'Death -- Poetry'",Text,'Death -- Poetry'
496,PG10448,The Anti-Slavery Harp: A Collection of Songs for Anti-Slavery Meetings,,,,['en'],15,"'Antislavery movements -- Songs and music', 'Slavery -- United States -- Poetry', 'Songs, English -- United States -- Texts'",Text,'Slavery -- United States -- Poetry'
506,PG10457,The Lonely Dancer and Other Poems,"Le Gallienne, Richard",1866.0,1947.0,['en'],33,'Poetry',Text,'Poetry'
509,PG1045,Venus and Adonis,"Shakespeare, William",1564.0,1616.0,['en'],183,"'Venus (Roman deity) -- Poetry', 'Adonis (Greek deity) -- Poetry'",Text,'Venus (Roman deity) -- Poetry'
509,PG1045,Venus and Adonis,"Shakespeare, William",1564.0,1616.0,['en'],183,"'Venus (Roman deity) -- Poetry', 'Adonis (Greek deity) -- Poetry'",Text,'Adonis (Greek deity) -- Poetry'
510,PG10460,When Day is Done,"Guest, Edgar A. (Edgar Albert)",1881.0,1959.0,['en'],44,'American poetry',Text,'American poetry'
519,PG10469,Johnny Crow's Garden,"Brooke, L. Leslie (Leonard Leslie)",1862.0,1940.0,['en'],116,"'Nursery rhymes', 'Animals -- Juvenile poetry'",Text,'Animals -- Juvenile poetry'
543,PG10490,The Golden Legend,"Longfellow, Henry Wadsworth",1807.0,1882.0,['en'],197,'American poetry -- 19th century',Text,'American poetry -- 19th century'
546,PG10493,The Old Bush Songs,,,,['en'],258,"'Songs, English -- Australia', 'Australian poetry'",Text,'Australian poetry'
548,PG10495,Under King Constantine,"Trask, Katrina",1853.0,1922.0,['en'],11,'Knights and knighthood -- Poetry',Text,'Knights and knighthood -- Poetry'
571,PG10515,Rhymes of a Roughneck,"Cotter, Frank J.",,,['en'],9,'Alaska -- Poetry',Text,'Alaska -- Poetry'
574,PG10518,Poems,"Hay, John",1838.0,1905.0,['en'],21,'Poetry',Text,'Poetry'
