,Poem Title,Stanza
285,IN THE X-RAY,[Illustration] 
286,IN THE X-RAY,"Cathode fairy, Light and airy, Sunny weather, Two together, Caring nothing why or whether Flesh or blood or bone or feather Shows on such a summer day 'Neath the Cathode's magic ray. "
287,A BEETLEVILLE DANCE,A BEETLEVILLE DANCE 
288,A BEETLEVILLE DANCE,[Illustration] 
289,A BEETLEVILLE DANCE,"The beetles gave a party, And all their friends were there. The welcome was so hearty To join the beetles' party, The Joodle and the Jarty Came flying through the air. Oh, the beetles gave a party, And all their friends were there. "
290,QUEEN BEETLE,QUEEN BEETLE 
291,QUEEN BEETLE,[Illustration] 
292,QUEEN BEETLE,"A Lady queen of Beetle-land-- Attendants small on either hand. They walk or fly with equal skill-- They fetch and carry at her will. I'm glad, I'm sure, that we have seen The beetles and their lady queen. "
293,BEETLES,BEETLES 
294,BEETLES,[Illustration: GOLD BUG] 
295,BEETLES,[Illustration] 
296,BEETLES,This is a beetle that came from Metuchen-- The plan of his house is likewise his escutcheon. 
297,KING BEETLE,KING BEETLE 
298,KING BEETLE,[Illustration] 
299,KING BEETLE,"Oh, a marvelous mind has the old beetle king, And he rules in a marvelous way; For he rolls up his eyes and commences to sing When his subjects go glittering by on the wing; And 'tis said that his notes have a powerful ring When he chants at the breaking of day-- They say-- His anthem at breaking of day. "
300,OUR PET,OUR PET 
301,OUR PET,[Illustration] 
302,OUR PET,The head of a Gobolink tiger-- With smellers arranged as you see He used to reside on the Niger; But now he is living with me. 
303,GOOD BREEDING,GOOD BREEDING 
304,GOOD BREEDING,[Illustration] 
305,GOOD BREEDING,"Most Shadow-people are polite. And bow whene'er they meet; For us to do the same is right, At home or in the street. "
306,THE WASHERWOMEN,THE WASHERWOMEN 
307,THE WASHERWOMEN,[Illustration] 
308,THE WASHERWOMEN,"There were some old ladies of Dundee Who did all their washing on Mondee. Then they shook out their clothes Till they dried, I suppose, To have them all ready for Sundee. "
309,A MARINE BALL,A MARINE BALL 
310,A MARINE BALL,[Illustration] 
311,A MARINE BALL,"Two lobsters and two sea-horses One day came out of the wet; They heard a mermaid sing her song, And danced a minuet. "
312,THE QUEER MOLLUSKS,THE QUEER MOLLUSKS 
313,THE QUEER MOLLUSKS,[Illustration] 
314,THE QUEER MOLLUSKS,"Ridiculous mollusks are we, And dwell in the depths of the sea. Our bodies are jelly, And we haven't a belly In the place where our bellies should be. "
315,THE QUEER MOLLUSKS,[Illustration] 
316,SEAWEEDS,SEAWEEDS 
317,SEAWEEDS,[Illustration: SEA-TULIP[A]] 
318,SEAWEEDS,Within the garden of the sea Are gems of beauty rare-- The Star-wort and Anemone And Ocean pinks are there. 
319,SEAWEEDS,"Oh, these are dainty things indeed The Mermaids keep in store; But fairer still, to me, the weed That decks the ocean's floor. "
320,SEAWEEDS,"Whatever flower of earth we win, Howe'er so fair it be, 'T will not surpass those weeds within The garden of the sea. "
321,SEAWEEDS,[Footnote A: Names given are in use only in Gobolink-land.] 
322,SEAWEEDS,SEAWEEDS 
323,SEAWEEDS,[Illustration: ICICLE PLANT] 
324,SEAWEEDS,[Illustration: TOWER WEED.] 
325,SEAWEEDS,[Illustration: GIANT BLUE STEM] 
326,SEAWEEDS,[Illustration: PRAYER WEED] 
327,SEAWEEDS,[Illustration: COMB WEED] 
328,SEAWEEDS,[Illustration: LYNX HEAD] 
329,SEAWEEDS,[Illustration: MONK WEED] 
330,SEAWEEDS,[Illustration: SEA CHICORY] 
331,FINIS,FINIS 
332,FINIS,[Illustration] 
333,FINIS,"There was a gay Gobolink known as Maginnis, But now he is dead and we use him for Finis; Or, if you prefer to pronounce it Fin-nee, We'll say that this Gobolink's name was Magee. "
334,FINIS,[Illustration] 
335,FINIS,[Illustration] 
