,Poem Title,Stanza
70,AFTER MUSIC,1919 
71,AFTER MUSIC,"Peace, for whose presence did we erewhile call With cry sincere, vowing (God knoweth, those Prótests how passionate were) to love thee all, Yet when thou camest, pander’d to thy foes Weaklier than ever, now again the throes Convulse our being; now, Peace, may’st thou see, This lust-devoted land is not for thee. "
72,AFTER MUSIC,"Farewell! Small wonder is it if thou flee Such faithlessness, yet doth thy memory still Dwell in each place where thou hast walked with me, In dawn’s fresh mead or by noon’s shady rill, Or when cool evening wafteth, on our hill; Allwheres that beauty’s comfort-laden breath Sootheth tired sorrow till it slumbereth. "
73,AFTER MUSIC,13 
74,SONG,SONG 
75,SONG,"Beauty is a waving tree, Beauty is a flower, Beauty is a grassy lea & a shady bower, Beauty is the verdant Spring In our hearts awakening. "
76,SONG,"Beauty is a summer sun Warming all the land, Whose full bounty doth o’errun More than our demand; Spreadeth Beauty her kind feast Lavishly for man & beast. "
77,SONG,"Autumn’s quiet hast thou too, Beauty, who canst feed Every craving, known or new Of the spirit’s need, Laying up a lasting store Of ripe bliss for evermore. "
78,SONG,"O true Beauty, though joy’s vain Seasons come & go, Thou a refuge dost remain From all wintry woe, Thou art still the perfect clime Where no transience is nor time. "
79,SONG,14 
80,SONG,"Wheresoever beauty flies, Follow her on eager wings Beauteous wild imaginings. "
81,SONG,"Wheresoever she may tread, Lovely vivid flowers arise, Springing swift as thoughts unsaid. "
82,SONG,"Living beauty, more than wise, Fair art thou to living eyes, Though less fair than is the dead Myrtle-wreath that more we prize; "
83,SONG,Relic of the one dear head That for each it garlanded. 
84,SONG,15 
85,SONG,"When first to earth thy gentle spirit came From some soft climate of Elysian field, Garmented in its own ethereal flame; "
86,SONG,"When first from heav’n’s high peace it enter’d here, No armour had it then, nor guarding shield, Nor sword for safety, nor attacking spear, No pang’d misgivings suffered it, nor fear, Seeing in every face its own sweet face, Smiling to treachery with trustful eyes, Finding in nature its own nature’s grace: —So Adam in his vision’d Paradise Saw but God’s gifts, till taste of bitter ruth Taught him what earth’s creation is in truth:— "
87,SONG,"Now, O stern angel, none can make relent Thy steely wrath, thy sword of punishment. "
88,SONG,16 
89,SONG,"For sake of these two splendours do the wise Set store on riches, & for these alone: For these two glories only do they prize Power & majesty of kingly throne: "
90,SONG,"Or this: to succour friendship in distress, To comfort humble sorrow, nor despise To cheer the joyless heart of weariness, To guard & aid whom fortune doth oppress That he to life’s glad kingdom be restor’d (& thus their monument of thanks they raise More high than pomp’s vain pinnacle of praise), "
91,SONG,"Or this: to forge therefrom a trenchant sword Whereat shall poltroon evil cower & fly, & smite Hell’s fiends of foulness that they die. "
92,SONG,17 
93,SONG,"She hath not beauty, that ill-fortun’d gem Wherewith may women dazzle men’s meek eyes Ere they enslave, un-man & slaughter them. "
94,SONG,"Nor doth she vaunt afar her heart’s hid prize, Nor with wide-lavish’d scent of hope allure Ere men behold her, nor with rich disguise. "
95,SONG,"Nor hath she wit, that sword wherewith to smart Delicate souls, with flashing stroke unsure Of sharp misprise, wounding some gentle heart. "
96,SONG,"Yet not unlovely she, my silent rose, That only may to true love’s eyes unclose, Nor yet doth stintingly her smiles impart; "
97,SONG,"—But should bold evil venture, O what proud Pitilessness hath she then, what anger loud! "
98,SONG,18 
99,SONG,"When thou art gone, & when are gone all those That knew thee & that loved thy living grace, Merged in the formless flood whence all arose, "
100,SONG,"When thou hast passed, & of thy life no trace Remaineth, nor remembrancer to say ‘Such was he, such his form, his voice, his face’, "
101,SONG,"In that new time shall rise, untouched by thee, The eddying circles still, & pass away; Full many a spring shall turn to winter dree, & morn to nightfall, & life’s human day Shall change from youth’s bright hope to darkling pain, When thy young life in life’s hard war is slain, "
102,SONG,"When thou art gone, & I, & our strong love Which now Time’s change doth but more changeless prove. "
103,SONG,19 
104,A YOUTH,A YOUTH 
105,A YOUTH,Play thou on men as on a hárp’s stríng: Though of themselves they lifeless are In them thy spirit’s music shall ring. 
106,A YOUTH,"Breathe thou in them as through a reed Thy soul’s strong message, through them declare To the dead world thy living need. "
107,A YOUTH,"They are to thee as the senseless words That embody thought’s full-felt commands; Thy passive tools, obedient hands To serve thy purpose, thy trusty swords: They shall thy beauteous will express Though they be graceless & purposeless. "
108,A YOUTH,"Yea, live thou in men as their life’s will, So long as life is, & good & ill. "
109,A YOUTH,20 
110,A YOUTH,"Go, book: go, vessel laden with the mind That builded thee, go now & bear thy freight Of man’s old messaging to all mankind. "
111,A YOUTH,"Say first:—Such oft-told things as I relate, Such pond’rous words strung on unperish’d thought, Such pearly praises worn by countless queens, Such temper’d swords wherewith heroes have fought, Such sceptres that have ruled all earth’s demesnes, Such broider’d robes, such antique jewelry, Such orbs, such thrones, such treasures (say thou then) These the rich heritage of poesy Are as wealth’s burden is to untaught men; "
112,A YOUTH,"Life’s costly crowns that but disaster bring, To who is not in spirit born a king. "
113,A YOUTH,21 
114,ATTAINMENT,ATTAINMENT 
115,ATTAINMENT,"When the strong climber his last mountain-crest Attaineth, & the point for which he strove Is reached, & his desire made manifest, "
116,ATTAINMENT,"& seating him the topmost heights above He gazeth on each aspect leisurely, Considering the path by which he clomb "
117,ATTAINMENT,"& which so many attempted, & how he The first of all his race had strength to come Unto that eminence, & how this throne "
118,ATTAINMENT,"Shall men hereafter to his name recall; Then more than ever is he strangely lone, Seeing earth’s dwellings spread out far & small; "
119,ATTAINMENT,"& more unfathom’d seemeth & more high, Eternal heaven’s unchanged immensity. "
120,ATTAINMENT,22 
121,ATTAINMENT,"Since neither man’s proud pomp & kingly name Endureth, nor his monumental throne, Nor honour’d shrine, nor pinnacle of fame; "
122,ATTAINMENT,"Since borne in agony to life he came & in pain too he passeth, one by one His joys desert him, friendless & alone, "
123,ATTAINMENT,"Yea since all lov’d delights their cycles range, All to their parent elements return, Air to air, dust to dust,—when Thy Life’s breath, "
124,ATTAINMENT,"The fire of Thine inscrutable Will them burn, Scattering, destroying,—yea since finisheth All things, or death, or marring grief, or change; "
125,ATTAINMENT,"Since this is, this must needs Thy purpose be, Through such dark doors to win Thy works to Thee. "
126,ATTAINMENT,23 
127,ATTAINMENT,"Pureness of pale moon, loneness of far skies, Splendour of starry regions & bright sun, Grandeur of universal vastnesses, "
128,ATTAINMENT,"Sweetness of flower, staunchness of stalwart tree, Delicacy of small verdures ev’ry one, Loveliness of all lowly forms that be, "
129,ATTAINMENT,"Gladness of ev’ry bird that gaily sings, Ardour of eager beasts that hunt & kill, Rapture of all life-raptur’d living things; "
130,ATTAINMENT,"Yea man’s one rapture too & his life’s joy, His strength, his beauty & his living will, Each soul’s will to create & to destroy,— "
131,ATTAINMENT,"O thou who visitest these dwellings, why Thus deignest thou, who art so great & high? "
132,VERSES AFTER HAFEZ,VERSES AFTER HAFEZ 
133,VERSES AFTER HAFEZ,24 
134,DAWN,DAWN 
135,DAWN,"I saw fair Fortune, one clear morning, touch Like the bright-sceptred sun’s first point of scorn, With slightest finger my full-ripen’d corn. "
136,DAWN,"I glimps’d her beauty: slender was she, such As the moon’s waning sickle, paled afar, Or dawn’s faint star-sheaves that scarce vision’d are. "
137,DAWN,"I said, ‘O my life’s crowning queen, for thee Have I long toiled without repose or rest; In hope of thee, my harvest heavenly, Labour’d & waited, still thou lingerest, Tryest me still’—She turning smil’d & said, ‘Though this be, be not thou uncomforted: "
138,DAWN,Lo now already thy night-ending sun In world-seen splendour hath his day begun’. 
139,DAWN,25 
140,DAWN,"Come let us drink & deeply drown In Heav’n’s pure wine our sorrowing! Fling ye earth’s faded garlands down, Scatter away life’s flowering! "
141,DAWN,"Though sorrow’s myriad armies strive To subjugate & slay us, we, O proud cup-bearer, will contrive To overcome their tyranny. "
142,DAWN,"O earth’s sad lover, drink & throw Unto high heaven thy misery: So shall perchance bright beauty know Thy longing need & bend to thee. "
143,DAWN,"Not in this life’s sad city grow Immortal flowers: O friends, arise! Drink we the wine of truth & go To deathless joys of Paradise. "
144,DAWN,26 
145,DAWN,"Once more, O happy hill & peaceful plain, Once more, O kindly meadow, laugh with glee: Now is all earth’s old nature young again. "
146,DAWN,Once more the lily may her lover see; Once more the eager tulip lifteth up Unto the wine-filled rose her golden cup. 
147,DAWN,"O hold thou dear the flowers, that through Spring’s door Enter thy garden: ere thou may’st no more Behold them, love them who live but for thee. "
148,DAWN,"Greet them, ere they through Autumn’s gate depart: Since for thy pleasuring God made them be, Gaze on them gladly,—on me too, sweet heart, "
149,DAWN,"Who for thy sake alone live; give me one Welcome, once smile on me, ere I be gone. "
150,DAWN,27 
151,DAWN,"Tell me not, mournful Preacher, that to prize Beauty of flower or song or mistress fair, Is to forgo the sweets of Paradise. "
152,DAWN,"Say not, ‘Life’s pleasance is a deathly snare: Shun it, so would’st thou save thy soul alive; Blind thee, & in drear temple pray & strive’. "
153,DAWN,"Know thou, all gladness is God’s house of grace; All loveliness is thy Belovéd’s face; All beauteous earth is Heav’n’s gay garden-ground. "
154,DAWN,"To love the rose, the fair, the gladsome bird, Life’s lovely bliss, wherever it be found, To love love’s truth from whomsoever heard, "
155,DAWN,"This is their faith, who see with seeing eyes, Their worship & their endless Paradise. "
156,DAWN,28 
157,DAWN,"What madness ’twas, I know not, that thus enchanted me; What wine, nor who the bringer, nor wherefore enter’d he. "
158,DAWN,"—Lament no more, O full heart, thy love so close confin’d! O rosebud, ope thy glory, thy beauty nought shall bind! "
159,DAWN,"Behold the flower-fill’d meadows; thou too, O wistful Dear, Take in thine hand the goblet, & lend to me thine ear! "
160,DAWN,"Lo, for our wintry sorrow I hold the certain cure! Lo, stern fate kneels before us! Lo, rapture evermore! "
161,DAWN,"—What madness ’twas I know not, that thus entrancéd me; What wine, nor who the bearer, nor whither vanished he. "
162,DAWN,29 
163,DAWN,"She went.—O whither too, O one true love, Went my sad heart, thou knowest. Lo my prayer Followeth thee, & faith that nought may move. "
164,DAWN,"With prayer I came, & now with pleading strong I leave thee, that my flinchless trust thou share; So shall God aid us, who to him belong. "
165,DAWN,"Though all earth censure me, by Heaven I swear, Though tyranny me test with trial untold, No torments shall enwaver me, nor fear. "
166,DAWN,"Though pleasure her most dazzling joys forth hold, & luring musics to enravish me, Thee only see I, thee hear, only thee "
167,DAWN,"I follow:—thou who trav’lest love’s long road Knowest that there no rest is, nor abode. "
168,DAWN,30 
169,DAWN,"I said, ‘O heavenly Leader, O truth’s day, Guide thou this wanderer’. He said, ‘In quest Of his own pleasure did thy wand’rer stray’. "
170,DAWN,"I pleaded, ‘Bide with me’. He answer’d, ‘Nay, Unmeet were thy cold couch & cheerless rest For me, soft-nurtur’d: vain is thy request. "
171,DAWN,"The royal-born, how hardly may endure After pomp’s luxury & silk array, Thy mean provisioning, thy dwelling poor’. "
172,DAWN,"Again I prayed, ‘O all life’s Sun, O true Light-giver, to our darkling earth return’. He said, ‘Pray not thus: since not ev’n my few "
173,DAWN,"Dare to behold me, strange ’twere not, nor new, That a poor wand’rer’s wilder’d heart should burn’. "
174,DAWN,31 
175,DAWN,"Where is the pious doer? & I the estray’d one, where? Behold how far the distance, from his safe home to here! "
176,DAWN,"Dark is the stony desert, trackless & vast & dim, Where is hope’s guiding lantern? Where is faith’s star so fair? "
177,DAWN,"My heart fled from the cloister, & chant of monkish hymn, What can avail me sainthood, fasting & punctual prayer? "
178,DAWN,"What is the truth shall light me to heav’n’s strait thoroughfare? Whither, O heart, thus hastest? Arrest thee & beware! "
179,DAWN,See what a lone adventure is thine unending quest! Fraught with what deadly danger! Set with what unseen snare! 
180,DAWN,"Say not, O friend, to Hafez, ‘Quiet thee now & rest!’ Calm & content, what are they? Patience & peace, O where? "
181,DAWN,32 
182,DAWN,"I said, ‘Thou knowest, O all-knowing Friend, My trouble for thee’. He said ‘Speak not so: Thy sorrow came; thy sorrow too shall go.’ "
183,DAWN,"I said, ‘O light of Truth, when wilt thou spend Thy radiance?’ Answer heard I, ‘It may be This will not alway be denied to thee.’ "
184,DAWN,"I said, ‘O Merciful, when wilt to me Show mercy?’ He replied ‘Till that time is Endure thou patiently my tyrannies.’ "
185,DAWN,"I said again, ‘All-seeing, who dost see How long is pain, behold’st thou not then too How short sweet joy was?’—Answer’d he anew, "
186,DAWN,"‘Be not thus comfortless, but comprehend: Ev’n as thy joys, thy sorrows too shall end.’ "
187,DAWN,33 
188,DAWN,"My heart the chamber of His musing is, Mine eye the mirror of His beauty’s face, My hand the servant of His purposes. "
189,DAWN,"I, who to neither wealth nor worldly place Incline, nor to religion’s promised ease, Bend low beneath the burden of His grace. "
190,DAWN,"Since all I have is of His bounty given, So is my poor pride but in His proud name, His humble service is my hoped-for Heaven. "
191,DAWN,"Nor shun I men’s despite & trampling sneer, Nor heed their slander, nor the infamous fame Of their blind censure; nay nor do I fear "
192,DAWN,"Death’s last defilement: though I pass in shame, Bright worlds His immortality proclaim. "
193,DAWN,34 
194,DAWN,Fair is the leisure of life’s garden-ground: Pleasant is friendship’s voice & mirth’s soft sound. 
195,DAWN,"Sweet are the perfumed flowers; yea, yea, what bliss Sootheth like hope’s fresh scent of loveliness? "
196,DAWN,"Lovely, O nightingale, is thy lament; Ever to listening love thy plaint is dear; In the fond thought of love thy life is spent. "
197,DAWN,"Though in this world joy’s goal is but a name, Fair is thy fadeless hope, blest wanderer, Beauteous its gentle fire & flickering flame. "
198,DAWN,From the pure lily heard I this clear song: ‘Happy their peaceful life who work no wrong; 
199,DAWN,"Sweet idle flowers, whom heav’n’s sweet airs do kiss; No conqu’ring king hath joy more fair than this.’ "
200,DAWN,35 
201,DAWN,"Thus spake at dawn to the fresh-open’d rose The courting-bird, ‘Cease thy so empty vaunt: Comelier than thou full many each day unclose.’ "
202,DAWN,"She laughed:—‘In truth I care not, ne’ertheless Strange lover thou, to use such harsh address: No gallant vexeth beauty with such taunt. "
203,DAWN,"Or ever thou receive this ruby red, This wine, first must thy pearl’d disdainfulness In passion’s suppliant sea its jewels shed.’ "
204,DAWN,"O vain it were love’s chanting voice to chide! Though may no tongue those burning thoughts expound, The ardent fire of love no heart can hide. "
205,DAWN,"In his all-whelming tears hath Hafez drowned Wisdom & patience, yet no peace hath found. "
206,DAWN,36 
207,DAWN,"Though beauty’s tress be strayed, ’tis beauteous still: Though her bright glance should wander, though it err & wound me, it shall be forgiven her; Yea, lov’d is the Belovéd though she kill. "
208,DAWN,"Though should love’s light’ning ravage & consume Faith’s harvest, & the garner of the wise, Reproach not nor upbraid her: those bright eyes Have right all to destroy, that all illume. "
209,DAWN,"Betwixt love’s roses should no sharpness be: Though not uncruel, not unblameworthy Wast thou, O sweet Love, blame thou only my Blemish, let not remorse endolour thee. "
210,DAWN,"Yea, censure not afflicting love: thy part Is but forgiveness, O long-patient heart! "
211,DAWN,37 
212,DAWN,"Arise, O cup-bearer, & bring Fresh wine for our enrapturing! O minstrel, of our sorrow sing— ‘O joy of whose delight we dreamed, O love that erst so easy seemed, What toil is in thy travelling!’ "
213,DAWN,"How in the lov’d one’s tent can I Have any rest or gaiety? Ever anon the horsemen cry, ‘O lingering lover, fare thee well!’ Ever I hear the jingling bell Of waiting steed & harnessry. "
214,DAWN,"O seeker who wouldst surely bring To happy end thy wandering, O learner who wouldst truly know, Let not earth’s loves arrest thee. Go! Mad thee with heaven’s pure wine & fling To those clear skies thy rapturing. "
215,DAWN,38 
216,DAWN,"Our toil is He, & eke our journey’s end; Our life-long ailment & our remedy, Our foeman & our ever-pitying friend; "
217,DAWN,"Who is more vanquishing than victory, Fairer than beauty, more belov’d than life; This is he who our peace is & our strife. "
218,DAWN,"Our strenuous earth is He & eke our Heaven, The crown of conquest & the armour riven, The strength, the struggle, yea, the failing even. "
219,DAWN,"Of Him all is, & unto Him also Doth all return: torment & yearning woe Surely shall pass, even as pleasures go. "
220,DAWN,"Yea, all have end, beggar & bountied king, Rapture & tears, resting & wandering. "
221,INDEX OF FIRST LINES,INDEX OF FIRST LINES 
222,NO.,NO. 
223,NO.,When sunlight faileth                                    1 
224,NO.,I called to fading day                                   2 
225,NO.,"O youth’s young cloudlet, O freshness free               3 "
226,NO.,"Wend I, wander I, past all worlds that be                4 "
227,NO.,Eyes that o’er the landscape fly                         5 
228,NO.,O what availeth thee thy melting mood                    6 
229,NO.,All things born to break                                 7 
230,NO.,If there be any power in passion’s prayer                8 
231,NO.,"In love’s great ocean, whose calm-shelter’d shore        9 "
232,NO.,When sorrow hath outsoar’d our nature’s clime           10 
233,NO.,O gentle weariness                                      11 
234,NO.,"Peace, for whose presence we did erewhile call          12 "
235,NO.,Beauty is a waving tree                                 13 
236,NO.,Wheresoever beauty flies                                14 
237,NO.,When first to earth thy gentle spirit came              15 
238,NO.,For sake of these two splendours do the wise            16 
239,NO.,"She hath not beauty, that ill-fortun’d gem              17 "
240,NO.,"When thou art gone, & when are gone all those           18 "
241,NO.,Play thou on men as on a harp’s string                  19 
242,NO.,"Go, book: go, vessel laden with the mind                20 "
243,NO.,When the strong climber his last mountain-crest         21 
244,NO.,Since neither man’s proud pomp & kingly name            22 
245,NO.,"Pureness of pale moon, loneness of far skies            23 "
246,AFTER HAFEZ,AFTER HAFEZ 
247,AFTER HAFEZ,"I saw fair Fortune, one clear morning, touch            24 "
248,AFTER HAFEZ,Come let us drink & deeply drown                        25 
249,AFTER HAFEZ,"Once more, O happy hill & peaceful plain                26 "
250,AFTER HAFEZ,"Tell me not, mournful Preacher, that to prize           27 "
251,AFTER HAFEZ,"What madness ’twas, I know not, that thus enchanted me  28 "
252,AFTER HAFEZ,"She went.—O whither too, O one true love                29 "
253,AFTER HAFEZ,"I said, ‘O heavenly Leader, O truth’s day               30 "
254,AFTER HAFEZ,"Where is the pious doer? & I the estray’d one, where?   31 "
255,AFTER HAFEZ,"I said, ‘Thou knowest, O all-knowing Friend             32 "
256,AFTER HAFEZ,My heart the chamber of His musing is                   33 
257,AFTER HAFEZ,Fair is the leisure of life’s garden-ground             34 
258,AFTER HAFEZ,Thus spake at dawn to the fresh-open’d rose             35 
259,AFTER HAFEZ,"Though beauty’s tress be strayed, ’tis beauteous still  36 "
260,AFTER HAFEZ,"Arise, O cup-bearer, & bring                            37 "
261,AFTER HAFEZ,"Our toil is He, & eke our journey’s end                 38 "
