,Poem Title,Stanza
298,II,To bid me snatch my Joy ere Death befalls? 
299,II,"No . . . no, the moon shines through and makes "
300,II,all plain. 
301,II,This is some old Florentine Lazarus-- 
302,II,A soldier crippled in our Pisan wars 
303,II,Who begs upon San Marco's steps by day. 
304,II,"Hi, here's a scudot Catch it in your cap. "
305,II,D'you hear me fellow?_ 
306,II,"Strange, he does not stay, "
307,II,"But hastens on as if he . . . there, he's gone. "
308,II,"Perchance he's mad or deaf, or blind and mad. "
309,II,"And yet methought that, when he turned to go, "
310,II,"His face looked upward, so it caught the light; "
311,II,And it was like to one . . . 
312,II,_[Comes hack from the window and sits down]_ 
313,II,"Ah well, "
314,II,I'll think no more of spirits and of ghosts; 
315,II,Let the dead past go bury up its dead. 
316,II,I'll think of Mona Lisa's face alone . . . 
317,II,_Of Mona Lisa's face. 
318,II,Just now I said 
319,II,"One thing I knew, that I had never trod "
320,II,The quiet vale where grows the flower of white. 
321,II,'Twas false. Four years I've lived and wandered 
322,II,there 
323,II,"And seen my flower, but feared to break its stem. "
324,II,"Dear God, thou knowest how often I have prayed "
325,II,That this temptation might not make me fall-- 
326,II,"Yea, I have asked for death's deliverance. "
327,II,"Is this thy answer, that it is no sin "
328,II,For men to gather that which most they love? 
329,II,So be it. Silence answers every prayer; 
330,II,Thy voice hath spoken--I am satisfied. 
331,II,"Men say in Florence, while I watched her face, "
332,II,"That I bewitched her, so her very eyes "
333,II,"Grew in expression like unto my own, "
334,II,"So that her hands took on my restless ways, "
335,II,So that her mouth hath altered in its smile 
336,II,"And, when I paint her face, I paint my own. "
337,II,Then let that be God's answer to my prayer. 
338,II,"Ah, she is like me, she is very like! "
339,II,God made her for the sister of my soul; 
340,II,He would not have His plans jerked out of joint 
341,II,"By one mistake, because she chanced to wed "
342,II,Her bankrupt father's sternest creditor 
343,II,"To save his name--and this, some years ago; "
344,II,Therefore He sent His singer here to-night 
345,II,"That he, in words I loved, might tell me so. "
346,II,Certainly God is good and very great. 
347,II,"'Tis said her husband hath returned this night, "
348,II,Passing at sundown through the southern gate 
349,II,"From Naples, where last spring he went to sell "
350,II,Certain Sicilian cattle which he had. 
351,II,"(He sold, I'll warrant, at the highest price), "
352,II,"So, if the husband's come, then _she_ is home. "
353,II,"That day she left me, 'twas an April day, "
354,II,"One of her days of mingled mist and sun, "
355,II,I well remember how she paused and gazed 
356,II,"Full in my eyes, as if forbidden love "
357,II,Were vainly seeking words which shame denied; 
358,II,"Then suddenly she stooped, and her lips brushed "
359,II,"My forehead. God gave gentle words ; she prayed, "
360,II,"""May the Christ-Mother have you in her care""-- "
361,II,"Nothing besides. Passionately I rose up, "
362,II,Willing for her sake to be crucified; 
363,II,Stretched forth my arms to snatch her to my 
364,II,"breast, "
365,II,And found her gone--the courtyard filled with sun. 
366,II,Six months have passed since then--six tortured 
367,II,months! 
368,II,"There hangs her portrait, it has felt no brush "
369,II,Since on that April mom she went away; 
370,II,"And now the empty courtyard's filled with night, "
371,II,And back to Florence Mona Lisa's come. 
372,II,"To-morrow I will go to her and say, "
373,II,"""Lisa, here take my life for it is yours. "
374,II,Do with it as you will; but do not stay 
375,II,"To add, subtract, and reckon up its cost. "
376,II,"Act a brave part and, if your love's like mine, "
377,II,"We need not fear; for what we lose we gain, "
378,II,"And, though we gain much, still to-day's to-day "
379,II,"And, while we tarry, one day's love is lost."" "
380,II,"Ah, would that I might speak those words to-night "
381,II,"For, while I halt, another night is gone-- "
382,II,Crush'd to a mem'ry 'neath the heel of Time. 
383,II,"I'm minded even now to venture forth, "
384,II,"To go to her, although the hour is late; "
385,II,"And through the darkness, when she hears me call, "
386,II,"Only to say to her this one word, ""_Come_."" "
387,II,"Thus unto men speak Birth, Fate, Love and Death, "
388,II,The four great captains of this brief campaign; 
389,II,"Casting a shadow at the soul's tent-door, "
390,II,"Each in his turn beckons and whispers, ""_Come_."" "
391,II,"And I to her am Death, Birth, Love and Fate; "
392,II,"And she to me is Love, and only Love. "
393,II,I'll go to her. How can I longer wait? 
394,II,Her nearer presence sets my blood aflame; 
395,II,I'll seize my flower . . . 
396,II,"_[Commences to descend the stairway, then pauses]_ "
397,II,"Ah, the song again! "
398,II,_[Someone sings in the street below]_ 
399,II,"Let naught of fear Youth's laughing steps delay, "
400,II,"Aye, gather gladness; pluck it while ye may-- "
401,II,We burn not if To-morrow curse or Hess. 
402,II,"Who cares--one red bud more, one white bud less? "
403,II,"Only we burn that love was meant to spend, "
404,II,"And this we burn, that each life hath its end; "
405,II,"Therefore, O Youth, snatch all thy happiness. "
406,II,_[Descends slowly; passes out into the street]_ 
407,II,_[Leonardo da Vinci speaks]_ 
408,II,There's truth in every line that song hath sung. 
409,II,The hand that wrote it's twelve years turned to 
410,II,"dust, "
411,II,The brain's become a hollow nothingness-- 
412,II,A little grayness lying in a skull; 
413,II,And yet Lorenzo guides my steps to-night 
414,II,Unto my love as truly as in life. 
415,II,Oh wonderful and strange that men should die 
416,II,"And, being buried, still should talk with us! "
417,II,"When _I_ am free, and future ages come "
418,II,"To stand amazed before the girl I loved, "
419,II,"Then I will speak with them, say thus and thus, "
420,II,"And, though departed, never shall be dead. "
421,II,"For this I'll paint her portrait till 'tis done, "
422,II,"Singing, like Raphael, from gray dawn to dusk, "
423,II,"Pausing to kiss her forehead, lips, throat, eyes, "
424,II,"Learning their beauty, where mine own lips touch; "
425,II,"So I, like Angelo, with measured stride "
426,II,"Will race with Fame, until the prize is won. "
427,II,"Yea, men attain most only when they love. "
428,II,"""_But steer thy passion down to the purple sea,_"" "
429,II,"(How went the song?) ""_Until at length thou come "
430,II,"Unto the Deep of Love's Satiety_."" "
431,II,"Truly, that is the way that brave men love: "
432,II,"Reckless of blame, despising consequence, "
433,II,"Not counting on a better day to come, "
434,II,Seizing with warrior-hands their Joy at once. 
435,II,"And love in life is everything to us, "
436,II,And I have failed because I have not loved. 
437,II,"But, when her soft arms go about my neck "
438,II,"And I grow pale before her great desire, "
439,II,A new success will pass into my blood 
440,II,And I'll be strong . . . 
441,II,"Ah, someone's coming up! "
442,II,I'll draw into the shadow of this gate; 
443,II,Perhaps he'll pass. I seem to know his tread. 
444,II,No good! He's seen me; I must seek the light. 
445,II,Is't you Vitelli? 
446,II,_[Vitelli]_ 
447,II,Leonardo? 
448,II,_[Leonardo da Vinci]_ 
449,II,Yes. 
450,II,_[Vitelli speaks]_ 
451,II,"Well, how's the painting? Is her portrait done? "
452,II,"Whose portrait? Why, the one of Lisa's face. "
453,II,"Not finished! What, 'tis only just begun? "
454,II,"Well, that's a pity. Four years seems some time "
455,II,To gape before a canvas with a brush. 
456,II,Beg pardon. This is what I meant to say: 
457,II,"That since you could not paint her in her life, "
458,II,You'll scarce be more successful now she's 
459,II,dead . . . 
460,II,"You did not know? . . . _Why, she's been dead "
461,II,three months._ 
462,CENTURIES AGO,CENTURIES AGO 
463,CENTURIES AGO,"In the solemn twilight, centuries ago, "
464,CENTURIES AGO,"God walked in His Garden, all His stars below; "
465,CENTURIES AGO,"God was very lonely, so He caused to grow "
466,CENTURIES AGO,"Man, in some ways like Him, centuries ago. "
467,CENTURIES AGO,"Man roamed through the twilight, centuries ago, "
468,CENTURIES AGO,"Always thinking, thinking--wishing he might know "
469,CENTURIES AGO,Who it was that made him; then God caused to 
470,CENTURIES AGO,grow 
471,CENTURIES AGO,"Woman, who was half-God, centuries ago. "
472,CENTURIES AGO,"These, within God's Garden, centuries ago, "
473,CENTURIES AGO,Stood beneath the twilight calling very low 
474,CENTURIES AGO,"To some voice to answer, whereby they might "
475,CENTURIES AGO,know 
476,CENTURIES AGO,Had God really made them--centuries ago. 
477,CENTURIES AGO,"Thus whilst they were listening, centuries ago, "
478,CENTURIES AGO,"Solemn feet drew nigh them, treading very slow; "
479,CENTURIES AGO,Solemn hands so touched them that they caused to 
480,CENTURIES AGO,grow 
481,CENTURIES AGO,"Something that was All-God, centuries ago. "
482,CENTURIES AGO,"Then they left God's Garden, centuries ago. "
483,CENTURIES AGO,"Scarcely dared to question, never hoped to know, "
484,CENTURIES AGO,"Who it was that touched them, causing thus to "
485,CENTURIES AGO,grow 
486,CENTURIES AGO,"That small child, so like them--centuries ago. "
487,HIS MOTHER,HIS MOTHER 
488,HIS MOTHER,I bore him in my breast-- 
489,HIS MOTHER,"Yes, it was I. "
490,HIS MOTHER,My mother's hands impressed 
491,HIS MOTHER,Stars of the sky 
492,HIS MOTHER,"On to his infant sight, "
493,HIS MOTHER,"As we watched night by night, "
494,HIS MOTHER,Jesus and I. 
495,HIS MOTHER,I taught him how to pray; 
496,HIS MOTHER,"Yes, it was I "
497,HIS MOTHER,Gave him the words to say. 
498,HIS MOTHER,"God drawing nigh, "
499,HIS MOTHER,We two walked hand-in-hand 
500,HIS MOTHER,"Close to God's Hidden Land, "
501,HIS MOTHER,Jesus and I. 
502,HIS MOTHER,This little son of mine 
503,HIS MOTHER,Fell from the sky; 
504,HIS MOTHER,God made him all divine-- 
505,HIS MOTHER,Yet there was I. 
506,HIS MOTHER,"I came to bear his loss, "
507,HIS MOTHER,He came to take his cross-- 
508,HIS MOTHER,He came to die. 
509,HIS MOTHER,"Thus we went hand-in-hand, "
510,HIS MOTHER,"My son and I, "
511,HIS MOTHER,Up to God's Hidden Land-- 
512,HIS MOTHER,Went up to die. 
513,HIS MOTHER,He entered in to reign 
514,HIS MOTHER,And came not back again-- 
515,HIS MOTHER,Yet there was I. 
516,PERHAPS,PERHAPS 
517,PERHAPS,"""Perhaps tomorrow, but not today. "
518,PERHAPS,"I am young and life is long,"" she said; "
519,PERHAPS,And she smiled to herself and tossed her head-- 
520,PERHAPS,She scarcely cared that he went away. 
521,PERHAPS,"Perhaps tomorrow, but not today."" "
522,PERHAPS,"Perhaps tomorrow, perhaps today,"" "
523,PERHAPS,She laughed; and the green things rose from bed 
524,PERHAPS,"And lived their moment. But still she said, "
525,PERHAPS,"Till the sky grew old and the world grew gray, "
526,PERHAPS,"Perhaps tomorrow, but not today."" "
527,PERHAPS,"Neither tomorrow, nor yet today."" "
528,PERHAPS,"Night fell. She heard the voice and sped, "
529,PERHAPS,"And followed his steps, till she found Love dead. "
530,PERHAPS,"The forest muttered, as it would say, "
531,PERHAPS,"Neither tomorrow, nor any day."" "
532,BELLUM AMORIS,BELLUM AMORIS 
533,BELLUM AMORIS,"Oh, the romance of it, "
534,BELLUM AMORIS,"Soul-thrilling trance of it, "
535,BELLUM AMORIS,Though lives are lost which no love can restore! 
536,BELLUM AMORIS,"Hearts ride a-prance at it, "
537,BELLUM AMORIS,Taking their chance at it-- 
538,BELLUM AMORIS,Wing-thriven hearts to the seat of Love's War. 
539,BELLUM AMORIS,Sorrow is theirs in store; 
540,BELLUM AMORIS,"This they know well before, "
541,BELLUM AMORIS,Yet do they ride from the West and the East 
542,BELLUM AMORIS,"Hoping for this at least, "
543,BELLUM AMORIS,"Out from the West and East, "
544,BELLUM AMORIS,Glory with death at the end of the war. 
545,BELLUM AMORIS,"Should they return again, "
546,BELLUM AMORIS,"Life sings the old refrain, "
547,BELLUM AMORIS,"Mystery, madness and mirth at the core: "
548,BELLUM AMORIS,"Patter of falling rain, "
549,BELLUM AMORIS,"Dawnings which wax and wane, "
550,BELLUM AMORIS,Life which is war at the end of Love's War. 
551,BELLUM AMORIS,"Thunders have ceased to roar, "
552,BELLUM AMORIS,Terrors they knew before 
553,BELLUM AMORIS,When they rode out from the East and the West. 
554,BELLUM AMORIS,"Though passions will not rest, "
555,BELLUM AMORIS,"Love, which is always best, "
556,BELLUM AMORIS,Honours brave lips at the end of the war. 
557,QUEEN MARY OF HEAVEN,QUEEN MARY OF HEAVEN 
558,QUEEN MARY OF HEAVEN,"She sits in God's garden, "
559,QUEEN MARY OF HEAVEN,"Queen Mary of Heaven, "
560,QUEEN MARY OF HEAVEN,Where birds sing their steven 
561,QUEEN MARY OF HEAVEN,Hid in the cool tree; 
562,QUEEN MARY OF HEAVEN,"And all the gold day-time, "
563,QUEEN MARY OF HEAVEN,"From morning till even, "
564,QUEEN MARY OF HEAVEN,Earth's little strange children 
565,QUEEN MARY OF HEAVEN,Play round her knee. 
566,QUEEN MARY OF HEAVEN,Earth's lost little children 
567,QUEEN MARY OF HEAVEN,"She binds to her bosom, "
568,QUEEN MARY OF HEAVEN,"Each wind-gathered blossom, "
569,QUEEN MARY OF HEAVEN,Till mothers are free 
570,QUEEN MARY OF HEAVEN,To steal to God's Garden 
571,QUEEN MARY OF HEAVEN,And name them and loose them-- 
572,QUEEN MARY OF HEAVEN,"In Eden's green garden, "
573,QUEEN MARY OF HEAVEN,'Neath Mary's tree. 
574,A BRAVE LIFE,A BRAVE LIFE 
575,A BRAVE LIFE,"The arid loneliness of life he knew, "
576,A BRAVE LIFE,"The doubtful darkness of the starless night, "
577,A BRAVE LIFE,And fear lest he should never see the sight 
578,A BRAVE LIFE,Of dawn and God the Father breaking through. 
579,A BRAVE LIFE,Brave offspring of a disenchanted age 
580,A BRAVE LIFE,He lived as though illusion were not dead; 
581,A BRAVE LIFE,His was the pain of faiths discredited 
582,A BRAVE LIFE,Which with new knowledge civil battles wage. 
583,A BRAVE LIFE,In all his deeds for righteous quests he stood 
584,A BRAVE LIFE,"And we, who watched his face and heard his voice, "
585,A BRAVE LIFE,"Dreamed of the Christ; we had not any choice, "
586,A BRAVE LIFE,In loving him we knew that God was good-- 
587,A BRAVE LIFE,"We knew. And thus, beneath the hooded sky, "
588,A BRAVE LIFE,Lightly we followed where his pain had made 
589,A BRAVE LIFE,"A path for us; if one should fall, he stayed "
590,A BRAVE LIFE,"To raise him, lest his frailer hope should die. "
591,A BRAVE LIFE,Ofttimes when summer's day had ceased to shine 
592,A BRAVE LIFE,"And on our London roofs the moon looked down, "
593,A BRAVE LIFE,We two would wander through the gas-lit town 
594,A BRAVE LIFE,Speaking in whispers of the things divine; 
595,A BRAVE LIFE,"Or in love's stillness, high above the strife, "
596,A BRAVE LIFE,"We found our spirits strangely catching fire, "
597,A BRAVE LIFE,"And told of that ""_ unspeakable desire "
598,A BRAVE LIFE,"After the knowledge of the buried life._"" "
599,A BRAVE LIFE,He knows its secret now; the morning mist 
600,A BRAVE LIFE,Drifts up the road where his last footprint lies; 
601,A BRAVE LIFE,"And I, as ever when a Christ-man dies, "
602,A BRAVE LIFE,"Stand awe-struck, asking, ""Was not this the "
603,A BRAVE LIFE,"Christ?"" "
604,A BRAVE LIFE,His soul craved God. I think we always knew 
605,A BRAVE LIFE,He would be with us but a little while. 
606,A BRAVE LIFE,Night vanished; dawn broke--when he saw God 
607,A BRAVE LIFE,smile 
608,A BRAVE LIFE,Back like a homing-bird to God he flew. 
609,THE MOON-MOTHER,THE MOON-MOTHER 
610,THE MOON-MOTHER,The world is a child who roams all day 
611,THE MOON-MOTHER,Through windswept meadows of gold and gray. 
612,THE MOON-MOTHER,"The gold flowers fade; he foils to sleep, "
613,THE MOON-MOTHER,And night is his cradle wide and deep. 
614,THE MOON-MOTHER,The moon-mother creeps from behind God's throne 
