,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
2539,PG5181,Inebriety and The Candidate,"Crabbe, George",1754.0,1832.0,['en'],23,'English poetry',Text,'English poetry'
2550,PG5203,The Village and The Newspaper,"Crabbe, George",1754.0,1832.0,['en'],45,'English poetry',Text,'English poetry'
2553,PG5208,The Parish Register,"Crabbe, George",1754.0,1832.0,['en'],20,'English poetry',Text,'English poetry'
2556,PG5210,The Borough,"Crabbe, George",1754.0,1832.0,['en'],137,'English poetry',Text,'English poetry'
2559,PG52133,"Patriotic Song: A book of English verse, being an anthology of the patriotic poetry of the British Empire, from the defeat of the Spanish Armada till the death of Queen Victoria",,,,['en'],57,"'Patriotic poetry, English', 'English poetry'",Text,'English poetry'
2581,PG52761,Salt-Water Ballads,"Masefield, John",1878.0,1967.0,['en'],144,"'Ballads, English', 'English poetry', 'Sea poetry'",Text,'English poetry'
2649,PG53335,Pomegranates from an English Garden: A selection from the poems of Robert Browning,"Browning, Robert",1812.0,1889.0,['en'],54,'English poetry',Text,'English poetry'
2653,PG53415,Poems You Ought to Know,"Peattie, Elia Wilkinson",1862.0,1935.0,['en'],36,"'English poetry', 'American poetry'",Text,'English poetry'
2660,PG53606,Burlesque Plays and Poems,,,,['en'],66,"'Burlesques', 'English drama', 'English poetry'",Text,'English poetry'
2724,PG54789,"Poetical Works of Robert Bridges, Volume 1","Bridges, Robert",1844.0,1930.0,['en'],30,"'English drama', 'English poetry'",Text,'English poetry'
2750,PG55178,"Poetical Works of Robert Bridges, Volume 2","Bridges, Robert",1844.0,1930.0,['en'],35,"'English drama', 'English poetry'",Text,'English poetry'
2751,PG55294,"Poetical Works of Robert Bridges, Volume 3","Bridges, Robert",1844.0,1930.0,['en'],20,"'English drama', 'English poetry'",Text,'English poetry'
2761,PG55496,A Household Book of English Poetry: Selected and Arranged with Notes,,,,['en'],58,"'English poetry', 'American poetry'",Text,'English poetry'
2789,PG56266,"Poetical Works of Robert Bridges, Volume 4","Bridges, Robert",1844.0,1930.0,['en'],24,"'English drama', 'English poetry'",Text,'English poetry'
2802,PG56406,"Poetical Works of Robert Bridges, Volume 5","Bridges, Robert",1844.0,1930.0,['en'],23,"'English drama', 'English poetry'",Text,'English poetry'
2850,PG574,Poems of William Blake,"Blake, William",1757.0,1827.0,['en'],350,"'English poetry', 'Pastoral poetry'",Text,'English poetry'
2857,PG57916,"Poetical Works of Robert Bridges, Volume 6","Bridges, Robert",1844.0,1930.0,['en'],24,"'English drama', 'English poetry'",Text,'English poetry'
2859,PG57990,Poems,"Crabbe, George",1754.0,1832.0,['en'],40,'English poetry',Text,'English poetry'
2894,PG58,Paradise Regained,"Milton, John",1608.0,1674.0,['en'],364,"'Bible. Gospels -- History of Biblical events -- Poetry', 'Jesus Christ -- Temptation -- Poetry', 'English poetry', 'Epic poetry'",Text,'English poetry'
2903,PG59204,"George Crabbe: Poems, Volume 3 (of 3)","Crabbe, George",1754.0,1832.0,['en'],30,'English poetry',Text,'English poetry'
2968,PG60260,"The Five Nations, Volume I","Kipling, Rudyard",1865.0,1936.0,['en'],49,'English poetry',Text,'English poetry'
2969,PG60261,"The Five Nations, Volume II","Kipling, Rudyard",1865.0,1936.0,['en'],31,'English poetry',Text,'English poetry'
3002,PG60663,Sonnets and Verse,"Belloc, Hilaire",1870.0,1953.0,['en'],44,'English poetry',Text,'English poetry'
